type,contributions_id,contributions_author_id,contributions_section_title,contributions_title,contributions_bodyText,contributions_createdAt,contributions_updatedAt,contributions_url,contributions_published,contributions_trashed,contributions_trashedStatus,contributions_trashedAt,contributions_trashedReason,contributions_votesCount,contributions_votesCountOk,contributions_votesCountMitige,contributions_votesCountNok,contributions_argumentsCount,contributions_argumentsCountFor,contributions_argumentsCountAgainst,contributions_sourcesCount,contributions_versionsCount,contributions_arguments_related_id,contributions_arguments_related_kind,contributions_arguments_id,contributions_arguments_author_id,contributions_arguments_type,contributions_arguments_body,contributions_arguments_createdAt,contributions_arguments_updatedAt,contributions_arguments_url,contributions_arguments_published,contributions_arguments_trashed,contributions_arguments_trashedStatus,contributions_arguments_trashedAt,contributions_arguments_trashedReason,contributions_arguments_votesCount,contributions_votes_id,contributions_votes_author_id,contributions_votes_value,contributions_votes_createdAt,contributions_reportings_related_id,contributions_reportings_related_kind,contributions_reportings_id,contributions_reportings_author_id,contributions_reportings_type,contributions_reportings_body,contributions_reportings_createdAt,contributions_sources_id,contributions_sources_related_id,contributions_sources_related_kind,contributions_sources_author_id,contributions_sources_trashed,contributions_sources_trashedStatus,contributions_sources_trashedAt,contributions_sources_trashedReason,contributions_sources_body,contributions_sources_createdAt,contributions_sources_updatedAt,contributions_sources_published,contributions_sources_votesCount,contribution_versions_id,contribution_versions_title,contribution_versions_bodyText,contribution_versions_createdAt,contribution_versions_updatedAt
argument,,,,,,,,,,,,,,,,,,,,,,,opinion31,opinion,argument193,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-31#arg-argument193,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion33,VXNlcjp1c2VyMzM=,"Les causes","Opinion 33","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-33,1,,,,,0,0,0,0,2,1,1,0,0,,,opinion33,VXNlcjp1c2VyMzM=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-33,1,,,,,0,opinion33,VXNlcjp1c2VyMzM=,,@datetime@,,,opinion33,VXNlcjp1c2VyMzM=,,,@datetime@,opinion33,,,VXNlcjp1c2VyMzM=,,,,,,@datetime@,,1,0,opinion33,"Opinion 33","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion33,opinion,argument139,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-33#arg-argument139,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion33,opinion,argument140,VXNlcjp1c2VyMQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-33#arg-argument140,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion36,VXNlcjp1c2VyMzY=,"Les causes","Opinion 36","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-36,1,,,,,0,0,0,0,2,1,1,0,0,,,opinion36,VXNlcjp1c2VyMzY=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-36,1,,,,,0,opinion36,VXNlcjp1c2VyMzY=,,@datetime@,,,opinion36,VXNlcjp1c2VyMzY=,,,@datetime@,opinion36,,,VXNlcjp1c2VyMzY=,,,,,,@datetime@,,1,0,opinion36,"Opinion 36","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion36,opinion,argument103,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-36#arg-argument103,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion36,opinion,argument185,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-36#arg-argument185,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion39,VXNlcjp1c2VyMzk=,"Les causes","Opinion 39","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-39,1,,,,,0,0,0,0,1,0,1,0,0,,,opinion39,VXNlcjp1c2VyMzk=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-39,1,,,,,0,opinion39,VXNlcjp1c2VyMzk=,,@datetime@,,,opinion39,VXNlcjp1c2VyMzk=,,,@datetime@,opinion39,,,VXNlcjp1c2VyMzk=,,,,,,@datetime@,,1,0,opinion39,"Opinion 39","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion39,opinion,argument158,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-39#arg-argument158,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion1,VXNlcjp1c2VyMQ==,"Le problème constaté","Opinion 1","On va bientôt me mettre à la corbeille",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/le-probleme-constate/opinion-1,1,,,,,1,0,1,0,2,0,2,3,0,,,opinion1,VXNlcjp1c2VyMQ==,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/le-probleme-constate/opinion-1,1,,,,,1,opinion1,VXNlcjp1c2VyMQ==,,@datetime@,,,opinion1,VXNlcjp1c2VyMQ==,,,@datetime@,opinion1,,,VXNlcjp1c2VyMQ==,,,,,,@datetime@,,1,1,opinion1,"Opinion 1","On va bientôt me mettre à la corbeille",@datetime@,
vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvblZvdGU6ODE=,,MITIGE,@datetime@,,,,,,,,,,,,,,,,,,,,,,,,,
source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source41,opinion1,opinion,VXNlcjp1c2VyNTE5,,,,,blabla,@datetime@,@datetime@,1,0,,,,,
source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source42,opinion1,opinion,VXNlcjp1c2VyMQ==,,,,,blabla,@datetime@,@datetime@,1,0,,,,,
source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source43,opinion1,opinion,VXNlcjp1c2VyMQ==,,,,,blabla,@datetime@,@datetime@,1,2,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion1,opinion,argument251,VXNlcjp1c2VyQWRtaW4=,AGAINST,"Coucou, je suis un bel argument !",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/le-probleme-constate/opinion-1#arg-argument251,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion1,opinion,argument252,VXNlcjp1c2VyMQ==,AGAINST,"Coucou, je suis un bel argument !",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/le-probleme-constate/opinion-1#arg-argument252,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion10,VXNlcjp1c2VyMTA=,"Les causes","Opinion 10","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-10,1,,,,,0,0,0,0,1,1,0,0,0,,,opinion10,VXNlcjp1c2VyMTA=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-10,1,,,,,0,opinion10,VXNlcjp1c2VyMTA=,,@datetime@,,,opinion10,VXNlcjp1c2VyMTA=,,,@datetime@,opinion10,,,VXNlcjp1c2VyMTA=,,,,,,@datetime@,,1,0,opinion10,"Opinion 10","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion10,opinion,argument116,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-10#arg-argument116,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion12,VXNlcjp1c2VyMTI=,"Les causes","Opinion 12","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12,1,,,,,0,0,0,0,4,1,3,0,0,,,opinion12,VXNlcjp1c2VyMTI=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12,1,,,,,0,opinion12,VXNlcjp1c2VyMTI=,,@datetime@,,,opinion12,VXNlcjp1c2VyMTI=,,,@datetime@,opinion12,,,VXNlcjp1c2VyMTI=,,,,,,@datetime@,,1,0,opinion12,"Opinion 12","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion12,opinion,argument113,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12#arg-argument113,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion12,opinion,argument120,VXNlcjp1c2VyQWRtaW4=,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12#arg-argument120,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion12,opinion,argument199,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12#arg-argument199,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion12,opinion,argument200,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12#arg-argument200,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion13,VXNlcjp1c2VyMTM=,"Les causes","Opinion 13","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13,1,,,,,0,0,0,0,2,0,2,0,0,,,opinion13,VXNlcjp1c2VyMTM=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13,1,,,,,0,opinion13,VXNlcjp1c2VyMTM=,,@datetime@,,,opinion13,VXNlcjp1c2VyMTM=,,,@datetime@,opinion13,,,VXNlcjp1c2VyMTM=,,,,,,@datetime@,,1,0,opinion13,"Opinion 13","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion13,opinion,argument129,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13#arg-argument129,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion13,opinion,argument133,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13#arg-argument133,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion2,VXNlcjp1c2VyMQ==,"Les causes","Opinion 2","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit. ",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-2,1,,,,,0,0,0,0,3,0,3,2,0,,,opinion2,VXNlcjp1c2VyMQ==,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-2,1,,,,,0,opinion2,VXNlcjp1c2VyMQ==,,@datetime@,,,opinion2,VXNlcjp1c2VyMQ==,,,@datetime@,opinion2,,,VXNlcjp1c2VyMQ==,,,,,,@datetime@,,1,0,opinion2,"Opinion 2","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit. ",@datetime@,
source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source35,opinion2,opinion,VXNlcjp1c2VyNQ==,,,,,blablablabla,@datetime@,@datetime@,1,1,,,,,
source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,source36,opinion2,opinion,VXNlcjp1c2VyNQ==,,,,,blablablabla-blablablabla,@datetime@,@datetime@,1,0,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion2,opinion,argument3trashed,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-2#arg-argument3trashed,1,1,INVISIBLE,@datetime@,moderation-guideline-violation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion2,opinion,argument1,VXNlcjp1c2VyNQ==,AGAINST,"Coucou, je suis un bel argument !",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-2#arg-argument1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion2,opinion,argument2,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-2#arg-argument2,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion20,VXNlcjp1c2VyMjA=,"Les causes","Opinion 20","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-20,1,,,,,0,0,0,0,1,0,1,0,0,,,opinion20,VXNlcjp1c2VyMjA=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-20,1,,,,,0,opinion20,VXNlcjp1c2VyMjA=,,@datetime@,,,opinion20,VXNlcjp1c2VyMjA=,,,@datetime@,opinion20,,,VXNlcjp1c2VyMjA=,,,,,,@datetime@,,1,0,opinion20,"Opinion 20","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion20,opinion,argument106,VXNlcjp1c2VyMQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-20#arg-argument106,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion21,VXNlcjp1c2VyMjE=,"Les causes","Opinion 21","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21,1,,,,,0,0,0,0,3,2,1,0,0,,,opinion21,VXNlcjp1c2VyMjE=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21,1,,,,,0,opinion21,VXNlcjp1c2VyMjE=,,@datetime@,,,opinion21,VXNlcjp1c2VyMjE=,,,@datetime@,opinion21,,,VXNlcjp1c2VyMjE=,,,,,,@datetime@,,1,0,opinion21,"Opinion 21","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion21,opinion,argument117,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21#arg-argument117,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion21,opinion,argument191,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21#arg-argument191,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion21,opinion,argument192,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21#arg-argument192,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion27,VXNlcjp1c2VyMjc=,"Les causes","Opinion 27","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-27,1,,,,,0,0,0,0,2,1,1,0,0,,,opinion27,VXNlcjp1c2VyMjc=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-27,1,,,,,0,opinion27,VXNlcjp1c2VyMjc=,,@datetime@,,,opinion27,VXNlcjp1c2VyMjc=,,,@datetime@,opinion27,,,VXNlcjp1c2VyMjc=,,,,,,@datetime@,,1,0,opinion27,"Opinion 27","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion27,opinion,argument159,VXNlcjp1c2VyMw==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-27#arg-argument159,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion27,opinion,argument174,VXNlcjp1c2VyNQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-27#arg-argument174,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion28,VXNlcjp1c2VyMjg=,"Les causes","Opinion 28","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28,1,,,,,0,0,0,0,4,2,2,0,0,,,opinion28,VXNlcjp1c2VyMjg=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28,1,,,,,0,opinion28,VXNlcjp1c2VyMjg=,,@datetime@,,,opinion28,VXNlcjp1c2VyMjg=,,,@datetime@,opinion28,,,VXNlcjp1c2VyMjg=,,,,,,@datetime@,,1,0,opinion28,"Opinion 28","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion28,opinion,argument109,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28#arg-argument109,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion28,opinion,argument146,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28#arg-argument146,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion28,opinion,argument175,VXNlcjp1c2VyQWRtaW4=,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28#arg-argument175,1,1,INVISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion28,opinion,argument190,VXNlcjp1c2VyMQ==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28#arg-argument190,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion29,VXNlcjp1c2VyMjk=,"Les causes","Opinion 29","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-29,1,,,,,0,0,0,0,1,1,0,0,0,,,opinion29,VXNlcjp1c2VyMjk=,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-29,1,,,,,0,opinion29,VXNlcjp1c2VyMjk=,,@datetime@,,,opinion29,VXNlcjp1c2VyMjk=,,,@datetime@,opinion29,,,VXNlcjp1c2VyMjk=,,,,,,@datetime@,,1,0,opinion29,"Opinion 29","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
argument,,,,,,,,,,,,,,,,,,,,,,,opinion29,opinion,argument141,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>",@datetime@,@datetime@,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-29#arg-argument141,1,1,VISIBLE,@datetime@,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,opinion3,VXNlcjp1c2VyNQ==,"Les enjeux","Opinion 3","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-enjeux/opinion-3,1,,,,,1,0,1,0,94,51,43,6,0,,,opinion3,VXNlcjp1c2VyNQ==,,,@datetime@,,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-enjeux/opinion-3,1,,,,,1,opinion3,VXNlcjp1c2VyNQ==,,@datetime@,,,opinion3,VXNlcjp1c2VyNQ==,,,@datetime@,opinion3,,,VXNlcjp1c2VyNQ==,,,,,,@datetime@,,1,1,opinion3,"Opinion 3","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.",@datetime@,
