type,contributions_id,contributions_author_id,contributions_consultation_title,contributions_section_title,contributions_title,contributions_bodyText,contributions_createdAt,contributions_updatedAt,contributions_url,contributions_published,contributions_trashed,contributions_trashedStatus,contributions_trashedAt,contributions_trashedReason,contributions_votesCount,contributions_votesCountOk,contributions_votesCountMitige,contributions_votesCountNok,contributions_argumentsCount,contributions_argumentsCountFor,contributions_argumentsCountAgainst,contributions_sourcesCount,contributions_versionsCount,contributions_context_element_title,contributions_context_element_bodyText,contributions_votes_id,contributions_votes_related_id,contributions_votes_author_id,contributions_votes_value,contributions_votes_createdAt,contributions_arguments_related_id,contributions_arguments_related_kind,contributions_arguments_id,contributions_arguments_author_id,contributions_arguments_type,contributions_arguments_body,contributions_arguments_createdAt,contributions_arguments_updatedAt,contributions_arguments_url,contributions_arguments_published,contributions_arguments_trashed,contributions_arguments_trashedStatus,contributions_arguments_trashedAt,contributions_arguments_trashedReason,contributions_arguments_votesCount,contributions_reportings_related_id,contributions_reportings_related_kind,contributions_reportings_id,contributions_reportings_author_id,contributions_reportings_type,contributions_reportings_body,contributions_reportings_createdAt,contributions_sources_id,contributions_sources_related_id,contributions_sources_related_kind,contributions_sources_author_id,contributions_sources_trashed,contributions_sources_trashedStatus,contributions_sources_trashedAt,contributions_sources_trashedReason,contributions_sources_body,contributions_sources_createdAt,contributions_sources_updatedAt,contributions_sources_published,contributions_sources_votesCount,contribution_versions_id,contribution_versions_title,contribution_versions_bodyText,contribution_versions_createdAt,contribution_versions_updatedAt
opinion,T3BpbmlvbjpvcGluaW9uMTY=,VXNlcjp1c2VyMTY=,Défaut,"Les causes","Opinion 16","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:16:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-16,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTY=,,QXJndW1lbnQ6YXJndW1lbnQxMTM=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-24 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-16#arg-argument113,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTU=,VXNlcjp1c2VyMTU=,Défaut,"Les causes","Opinion 15","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:15:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-15,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTU=,,QXJndW1lbnQ6YXJndW1lbnQxMTI=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-23 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-15#arg-argument112,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTM=,VXNlcjp1c2VyMTM=,Défaut,"Les causes","Opinion 13","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:13:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTM=,,QXJndW1lbnQ6YXJndW1lbnQxMTA=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-21 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-13#arg-argument110,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTI=,VXNlcjp1c2VyMTI=,Défaut,"Les causes","Opinion 12","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:12:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTI=,,QXJndW1lbnQ6YXJndW1lbnQxMDk=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-20 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-12#arg-argument109,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTE=,VXNlcjp1c2VyMTE=,Défaut,"Les causes","Opinion 11","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:11:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-11,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTE=,,QXJndW1lbnQ6YXJndW1lbnQxMDg=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-19 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-11#arg-argument108,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uNw==,VXNlcjp1c2VyNw==,Défaut,"Les causes","Opinion 7","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:07:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-7,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uNw==,,QXJndW1lbnQ6YXJndW1lbnQxMDQ=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-15 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-7#arg-argument104,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uNDA=,VXNlcjp1c2VyNDA=,Défaut,"Les causes","Opinion 40","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:40:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-40,1,,,,,0,0,0,0,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uNDA=,,QXJndW1lbnQ6YXJndW1lbnQxODc=,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-07-07 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-40#arg-argument187,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uNDA=,,QXJndW1lbnQ6YXJndW1lbnQxNjI=,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-06-12 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-40#arg-argument162,1,1,INVISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uNDA=,,QXJndW1lbnQ6YXJndW1lbnQxMzc=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-18 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-40#arg-argument137,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMzg=,VXNlcjp1c2VyMzg=,Défaut,"Les causes","Opinion 38","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:38:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-38,1,,,,,0,0,0,0,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzg=,,QXJndW1lbnQ6YXJndW1lbnQxODU=,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-07-05 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-38#arg-argument185,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzg=,,QXJndW1lbnQ6YXJndW1lbnQxNjA=,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-06-10 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-38#arg-argument160,1,1,INVISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzg=,,QXJndW1lbnQ6YXJndW1lbnQxMzU=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-16 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-38#arg-argument135,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMzU=,VXNlcjp1c2VyMzU=,Défaut,"Les causes","Opinion 35","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:35:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-35,1,,,,,0,0,0,0,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzU=,,QXJndW1lbnQ6YXJndW1lbnQxODI=,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-07-02 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-35#arg-argument182,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzU=,,QXJndW1lbnQ6YXJndW1lbnQxNTc=,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-06-07 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-35#arg-argument157,1,1,INVISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzU=,,QXJndW1lbnQ6YXJndW1lbnQxMzI=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-13 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-35#arg-argument132,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMzQ=,VXNlcjp1c2VyMzQ=,Défaut,"Les causes","Opinion 34","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:34:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-34,1,,,,,0,0,0,0,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzQ=,,QXJndW1lbnQ6YXJndW1lbnQxODE=,VXNlcjp1c2VyMg==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-07-01 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-34#arg-argument181,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzQ=,,QXJndW1lbnQ6YXJndW1lbnQxNTY=,VXNlcjp1c2VyMw==,FOR,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-06-06 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-34#arg-argument156,1,1,INVISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMzQ=,,QXJndW1lbnQ6YXJndW1lbnQxMzE=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-12 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-34#arg-argument131,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMjg=,VXNlcjp1c2VyMjg=,Défaut,"Les causes","Opinion 28","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:28:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMjg=,,QXJndW1lbnQ6YXJndW1lbnQxMjU=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-06 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-28#arg-argument125,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMjY=,VXNlcjp1c2VyMjY=,Défaut,"Les causes","Opinion 26","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:26:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMjY=,,QXJndW1lbnQ6YXJndW1lbnQxMjM=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-04 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-26#arg-argument123,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMjQ=,VXNlcjp1c2VyMjQ=,Défaut,"Les causes","Opinion 24","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:24:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMjQ=,,QXJndW1lbnQ6YXJndW1lbnQxMjE=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-05-02 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-24#arg-argument121,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMjE=,VXNlcjp1c2VyMjE=,Défaut,"Les causes","Opinion 21","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:21:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMjE=,,QXJndW1lbnQ6YXJndW1lbnQxMTg=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-29 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-21#arg-argument118,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTg=,VXNlcjp1c2VyMTg=,Défaut,"Les causes","Opinion 18","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:18:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTg=,,QXJndW1lbnQ6YXJndW1lbnQxMTU=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-26 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-18#arg-argument115,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTc=,VXNlcjp1c2VyMTc=,Défaut,"Les causes","Opinion 17","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:17:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-17,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTc=,,QXJndW1lbnQ6YXJndW1lbnQxMTQ=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-25 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-17#arg-argument114,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTQ=,VXNlcjp1c2VyMTQ=,Défaut,"Les causes","Opinion 14","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:14:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-14,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTQ=,,QXJndW1lbnQ6YXJndW1lbnQxMTE=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-22 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-14#arg-argument111,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uMTA=,VXNlcjp1c2VyMTA=,Défaut,"Les causes","Opinion 10","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:10:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-10,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uMTA=,,QXJndW1lbnQ6YXJndW1lbnQxMDc=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-18 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-10#arg-argument107,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uOQ==,VXNlcjp1c2VyOQ==,Défaut,"Les causes","Opinion 9","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:09:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-9,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T3BpbmlvbjpvcGluaW9uOQ==,,QXJndW1lbnQ6YXJndW1lbnQxMDY=,VXNlcjp1c2VyNQ==,AGAINST,"<p>Quaerat quia sunt impedit labore minima fugiat praesentium. Occaecati ad sunt officia rerum ex enim necessitatibus.</p>","2015-04-17 00:00:00","2017-01-01 00:00:00",https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-9#arg-argument106,1,1,VISIBLE,"2017-03-01 00:00:00",,0,,,,,,,,,,,,,,,,,,,,,,,,,
opinion,T3BpbmlvbjpvcGluaW9uOA==,VXNlcjp1c2VyOA==,Défaut,"Les causes","Opinion 8","Magni voluptates harum modi tempore quis numquam. Est atque nulla rerum et aut aut fugit.","2018-03-01 00:08:00",,https://capco.dev/consultations/croissance-innovation-disruption/consultation/collecte-des-avis/opinions/les-causes/opinion-8,1,,,,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
