export_contribution_type,export_proposal_id,export_proposal_published_at,export_proposal_reference,export_proposal_title,export_proposal_summary,export_proposal_description,export_proposal_author_id,export_proposal_category_name,export_proposal_theme_title,export_proposal_formatted_address,export_proposal_address_lat,export_proposal_address_lng,export_proposal_district_name,"Nouvelle section 3","Evaluez l'importance de votre proposition","Evaluez le coût de votre proposition",Documents,Bilans,export_proposal_estimation,export_proposal_illustration,export_proposal_link,export_proposal_status_name
export_contribution_type_proposal,proposalTrashedVisible22,"2017-02-23 00:23:00","""1-66722""","Trashed proposal visible 22",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-22?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible23,"2017-02-24 00:23:00","""1-66723""","Trashed proposal visible 23",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-23?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible24,"2017-02-25 00:23:00","""1-66724""","Trashed proposal visible 24",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-24?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible25,"2017-02-26 00:23:00","""1-66725""","Trashed proposal visible 25",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-25?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible26,"2017-02-27 00:23:00","""1-66726""","Trashed proposal visible 26",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-26?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible27,"2017-02-28 00:23:00","""1-66727""","Trashed proposal visible 27",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-27?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible28,"2017-03-01 00:23:00","""1-66728""","Trashed proposal visible 28",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-28?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible29,"2017-03-02 00:23:00","""1-66729""","Trashed proposal visible 29",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-29?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible30,"2017-03-03 00:23:00","""1-66730""","Trashed proposal visible 30",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-30?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible31,"2017-03-04 00:23:00","""1-66731""","Trashed proposal visible 31",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-31?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible32,"2017-03-05 00:23:00","""1-66732""","Trashed proposal visible 32",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-32?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible33,"2017-03-06 00:23:00","""1-66733""","Trashed proposal visible 33",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-33?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible34,"2017-03-07 00:23:00","""1-66734""","Trashed proposal visible 34",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-34?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible35,"2017-03-08 00:23:00","""1-66735""","Trashed proposal visible 35",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-35?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible36,"2017-03-09 00:23:00","""1-66736""","Trashed proposal visible 36",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-36?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible37,"2017-03-10 00:23:00","""1-66737""","Trashed proposal visible 37",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-37?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible38,"2017-03-11 00:23:00","""1-66738""","Trashed proposal visible 38",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-38?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible39,"2017-03-12 00:23:00","""1-66739""","Trashed proposal visible 39",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-39?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible40,"2017-03-13 00:23:00","""1-66740""","Trashed proposal visible 40",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-40?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible41,"2017-03-14 00:23:00","""1-66741""","Trashed proposal visible 41",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-41?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible42,"2017-03-15 00:23:00","""1-66742""","Trashed proposal visible 42",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-42?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible43,"2017-03-16 00:23:00","""1-66743""","Trashed proposal visible 43",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-43?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible44,"2017-03-17 00:23:00","""1-66744""","Trashed proposal visible 44",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-44?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible45,"2017-03-18 00:23:00","""1-66745""","Trashed proposal visible 45",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-45?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible46,"2017-03-19 00:23:00","""1-66746""","Trashed proposal visible 46",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-46?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible47,"2017-03-20 00:23:00","""1-66747""","Trashed proposal visible 47",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-47?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible48,"2017-03-21 00:23:00","""1-66748""","Trashed proposal visible 48",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-48?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible49,"2017-03-22 00:23:00","""1-66749""","Trashed proposal visible 49",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-49?_locale=fr-FR,
export_contribution_type_proposal,proposalTrashedVisible50,"2017-03-23 00:23:00","""1-66750""","Trashed proposal visible 50",,"I deserve to be trashed !",user1,,,,,,,,,,,,,,https://capco.dev/project/budget-participatif-rennes/collect/collecte-des-propositions/proposals/trashed-proposal-visible-50?_locale=fr-FR,
